id	name	label	resource	description	synonyms	pmids	taxid	xrefs	raw_id
MONDO:0008793	annular erythema	Disease	MONDO		annular erythema			OMIM:106500|MESH:C536367|MESH:C562461|UMLS:C0234906	MESH:C536367
MONDO:0003024	anonychia-onychodystrophy syndrome	Disease	MONDO					DOID:4511|UMLS:C1862840|ORDO:90390|MESH:C536368|MESH:C536378	MESH:C536368
MONDO:0019143	anophthalmia plus syndrome	Disease	MONDO	Anophthalmia plus syndrome is a very rare multiple congenital anomaly syndrome characterized by the presence of anophthalmia or severe microphthalmia, cleft lip/palate, facial cleft and sacral neural tube defects, along with various additional anomalies including congenital glaucoma, iris coloboma, primary hyperplastic vitreous, hypertelorism, low-set ears, clinodactyly, choanal atresia/stenosis, dysgenesis of sacrum, tethering of spinal cord, syringomyelia, hypoplasia of corpus callosum, cerebral ventriculomegaly and endocrine abnormalities. An autosomal recessive inheritance has been suggested. [Orphanet:1104]	Fryns microphthalmia syndrome|microphthalmia with facial clefting			MESH:C536369|ORDO:1104|MESH:C537767|OMIM:600776|UMLS:C1833339	MESH:C536369
MONDO:0007118	anorexia nervosa	Disease	MONDO	A disorder most often seen in adolescent females characterized by a refusal to maintain a minimally normal body weight, an intense fear of gaining weight, a disturbance in body image, and, in postmenarcheal females, the development of amenorrhea. [NCIT:P378]				ORDO:36297|OMIM:106190|DOID:0060603|DOID:8689|MESH:D000856|ICD-9:307.1|ICD10CM:F50.0	OMIM:106190
MONDO:0014937	anterior spinal artery stroke	Disease	MONDO					MESH:C536372|MESH:C537776|UMLS:C2931608	MESH:C536372
MONDO:0043895	anthracosilicosis	Disease	MONDO	Fibrosis of the lung parenchyma caused by inhalation of carbon and silica dust. It manifests as shortness of breath. [NCIT:P378]				UMLS:C0003164|MESH:D016512|MESH:D000874|DOID:10324	MESH:D016512
MONDO:0007128	Annular Erythema	Disease	MONDO					MESH:C562461	MESH:C562461
MONDO:0019577	aortic aneurysm, familial thoracic 11, susceptibility to	Disease	MONDO		aortic aneurysm, familial thoracic 11, susceptibility to			OMIM:617349|MESH:C536378	MESH:C536378
MONDO:0010930	Loeys-Dietz syndrome 2	Disease	MONDO	A rare autosomal dominant inherited disorder of connective tissue caused by mutations in either the TGFBR1 or TGFBR2 gene. Like Loeys-Dietz syndrome type I the disease is characterized by enlargement of the aorta and other arteries, and arterial tortuosity, but skeletal signs are typically less severe or absent in type 2. Skin abnormalities, such as velvety skin are often present in type 2. [NCIT:C114768]	TGFBR2 Loeys-Dietz syndrome|Loeys-Dietz syndrome type II|Loeys-Dietz syndrome caused by mutation in TGFBR2|Loeys-Dietz syndrome type 2|Loeys-Dietz syndrome 2			ORDO:558|ORDO:91387|DOID:0070234|MESH:C537767|MESH:C537783|OMIM:610168	MESH:C537767
MONDO:0005351	aortic valve disease 1	Disease	MONDO	Any aortic valve disease in which the cause of the disease is a mutation in the NOTCH1 gene. [MONDO:patterns/disease_series_by_gene]	AOVD1|Notch1 aortic valve disease|aortic valve disease caused by mutation in NOTCH1|aortic valve disease caused by mutation in Notch1|aortic valve disease 1|NOTCH1 aortic valve disease			DOID:0080333|UMLS:C3887892|OMIM:109730|DOID:8689|MESH:D000856	MESH:D000856
MONDO:0021896	aortitis	Disease	MONDO	Inflammation of the aorta. Causes include trauma, infectious disorders, and connective tissue disorders. [NCIT:P378]	aorta inflammation|inflammation of aorta			MESH:D001025|DOID:519|UMLS:C0003509|MESH:C537776	MESH:C537776
MONDO:0006653	recessive aplasia cutis congenita of limbs	Disease	MONDO	Recessive aplasia cutis congenita of limbs is an extremely rare variant of aplasia cutis congenita (ACC) characterized by the congenital absence of skin on the upper and/or lower limbs, with these lesions usually healing spontaneously resulting in a hypotrichotic scar. Recessive ACC of limbs may be associated with junctional epidermolysis bullosa. The inheritance was hypothesized to be autosomal recessive. There have been no further descriptions in the literature since 1980. [Orphanet:1115]				UMLS:C1838206|MESH:C536840|MESH:D000874|ORDO:1115|DOID:10324|OMIM:600360	MESH:D000874
MONDO:0020670	appendicitis	Disease	MONDO	Acute inflammation of the vermiform appendix. [NCIT:P378]	inflammation of vermiform appendix|vermiform appendix inflammation			MESH:C537779|DOID:8337|UMLS:C0003615|ICD-9:541|MESH:D001064|ICD-9:540-543.99	MESH:C537779
MONDO:0044301	aprosencephaly cerebellar dysgenesis	Disease	MONDO					OMIM:617349|MESH:C563331|ORDO:1126|OMIM:601374|UMLS:C1832412	OMIM:617349
MONDO:0012427	Joubert syndrome with oculorenal defect	Disease	MONDO	Joubert syndrome with oculorenal defect is a rare subtype of Joubert syndrome and related disorders (JSRD) characterized by the neurological features of JS associated with both renal and ocular disease. [Orphanet:2318]	Arima syndrome|CORS|Joubert syndrome with Senior-Loken syndrome|JS type B|Cerebellooculorenal syndrome|Dekaban-Arima syndrome|JS-OR|Joubert syndrome with oculorenal defect			MESH:C537430|UMLS:C1855675|MESH:C537783|ORDO:2318|OMIM:243910	MESH:C537783
MESH:D001019	arms, malformation of	Disease	CTD	The tearing or bursting of the wall along any portion of the AORTA, such as thoracic or abdominal. It may result from the rupture of an aneurysm or it may be due to TRAUMA.	arms, malformation of			DOID:3627|MESH:C566258|OMIM:107900|MESH:D001019	
MONDO:0024523	arteriolosclerosis	Disease	MONDO	The thickening of the wall of the small arteries and arterioles. It is caused by deposition of hyaline material in the wall or concentric smooth muscle wall hypertrophy. It results in lumen narrowing and tissue ischemia. [NCIT:P378]	arteriolosclerosis (morphologic abnormality)			DOID:0080333|MESH:D050379|UMLS:C0878486|DOID:5162|OMIM:109730|ICD10CM:I70	OMIM:109730
MESH:D001024	bacterial arthritis	Disease	CTD	The inflammation of one or more joints caused by a bacterial infection within the joint space. Symptoms include pain, stiffness, and decreased range of motion in the affected joint. [NCIT:C26699]	septic arthritis|pyogenic arthritis			ICD-9:711.97|ICD-9:711.94|MESH:D001024|ICD-9:711.96|ICD-9:711.92|ICD-9:711.93|ICD-9:711.40|DOID:1712|HP:0001650|ICD-9:711.9|ICD-9:711.90|ICD-9:711.91|ICD-9:711.0|DOID:813|MESH:D001170|ICD-9:711.95	
MONDO:0006656	arthrogryposis, congenital, lower limb, X-linked	Disease	MONDO	Inflammation of the wall of the AORTA.	ACLLX			DOID:519|MESH:C564574|MESH:D001025|UMLS:C1846273|OMIM:300158	MESH:D001025
MESH:D001044	arthrogryposis, distal, type 1B	Disease	CTD	Complete loss of phonation due to organic disease of the larynx or to nonorganic (i.e., psychogenic) causes.	arthrogryposis, distal, type 1B			OMIM:614335|DOID:0111598|HP:0001686|UMLS:C3280526|MESH:D001044	
MONDO:0010876	arthrogryposis-severe scoliosis syndrome	Disease	MONDO	Distal arthrogryposis type 4 is an inherited developmental defect syndrome characterized by multiple congenital contractures of limbs, without primary neurologic and/or muscle disease that affects limb function, and a mild to severe scoliosis. Intelligence is normal. [Orphanet:65720]	distal arthrogryposis type IID|distal arthrogryposis type 4			MESH:C536840|MESH:C563791|UMLS:C1836756|ORDO:65720|OMIM:609128|DOID:0111610	MESH:C536840
MONDO:0005649	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	Disease	MONDO	Distal arthrogryposis type 5 is an inherited developmental defect syndrome characterized by multiple congenital contractures of limbs, without primary neurologic and/or muscle disease that affects limb function, and ocular anomalies (ptosis, external ophtalmoplegia and/or strabismus). Intelligence is normal. [Orphanet:1154]	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome|distal arthrogryposis with ophthalmoplegia|distal arthrogryposis type IIB|distal arthrogryposis type 5|oculomelic amyoplasia			OMIM:108145|ORDO:1154|DOID:8337|DOID:0111608|MESH:D001064|UMLS:C1862472	MESH:D001064
MONDO:0011062	autism spectrum disorder - epilepsy - arthrogryposis syndrome	Disease	MONDO	SLC35A3-CDG is a form of congenital disorders of N-linked glycosylation characterized by distal arthrogryposis (mild flexion contractures of the fingers, deviation of the distal phalanges, swan-neck deformity), retromicrognathia, general muscle hypotonia, delayed psychomotor development, autism spectrum disorder (speech delay, abnormal use of speech, difficulties in initiating, understanding and maintaining social interaction, limited non-verbal communication and repetitive behavior), seizures, microcephaly and mild to moderate intellectual disability that becomes apparent with age. The disease is caused by mutations in the gene SLC35A3 (1p21). [Orphanet:370943]	SLC35A3-CDG|arthrogryposis, impaired intellectual development, and seizures			ORDO:370943|OMIM:615553|UMLS:C3809910|MESH:C563331	MESH:C563331
MONDO:0009480	arthrogryposis multiplex congenita 1, neurogenic, with myelin defect	Disease	MONDO		arthrogryposis multiplex congenita, neurogenic, with myelin defect			OMIM:617468|DOID:0080978|MESH:C537430	MESH:C537430
MONDO:0007151	arthrogryposis multiplex congenita-whistling face syndrome	Disease	MONDO	Arthrogryposis multiplex congenita-whistling face syndrome is an extremely rare type of arthrogryposis multiplex congenita characterized by the combination of multiple joint contractures with movement limitation, microstomia with a whistling appearance of the mouth that may cause feeding, swallowing, and speech difficulties, a distinctive expressionless facies, severe developmental delay, central and autonomous nervous system dysfunction (excessive salivation, temperature instability, myoclonic epileptic fits, bradycardia), occasionally Pierre-Robin sequence, and lethality generally occurring during the first months of life. Arthrogryposis multiplex congenita-whistling face syndrome has been suggested to be a fetal akinesia deformation sequence. [Orphanet:1150]	Illum syndrome			ORDO:1150|OMIM:208155|MESH:C538401|UMLS:C1859711|MESH:C566258	MESH:C566258
MONDO:0006658	ascariasis	Disease	MONDO	An infection that is caused by the roundworm Ascaris lumbricoides, many cases of which remain asymptomatic. During the transient larval migratory phase, shortness of breath, fever, and eosinophilia can occur. Depending on the intestinal worm burden, a spectrum of gastrointestinal tract symptoms can occur. [NCIT:C128392]	Ascaris lumbricoides disease or disorder|Ascaris lumbricoides infectious disease|Ascaris lumbricoides caused disease or disorder|ascariasis - roundworm			MESH:D001196|MESH:D050379|ICD10CM:B77|DOID:5162|DOID:456|ICD-9:127.0|UMLS:C0003950	MESH:D050379
MONDO:0004471	Ascaridida infectious disease	Disease	MONDO	Infections with nematodes of the order ascaridida. [MESH:D017191]	Ascaridida caused disease or disorder|Ascaridida disease or disorder			HP:0003095|DOID:813|MESH:D001170|MESH:D017191	MESH:D001170
MONDO:0010260	aspartylglucosaminuria	Disease	MONDO	Aspartylglycosaminuria (AGU) is an autosomal recessive lysosomal storage disease belonging to the oligosaccharidosis group (also called glycoproteinosis). [Orphanet:93]	aspartylglycosaminuria|aspartylglucosaminuria|aspartylglucosaminidase deficiency|glycosylasparaginase deficiency			DOID:0050461|UMLS:C0268225|ORDO:93|OMIM:208400|OMIM:300158|MESH:D054880	OMIM:300158
MONDO:0013698	familial isolated congenital asplenia	Disease	MONDO	Familial isolated congenital asplenia is a rare, non-syndromic, potentially life-threatening visceral malformation characterized by the absence of normal spleen function, resulting in a primary immunodeficiency. Typically, the condition manifests with severe, recurrent, overwhelming infections (especially pneumococcal sepsis) in otherwise apparently healthy infants. In adults with no history of severe sepsis in infancy, thrombocytosis may be the presenting sign. Howell-Jolly bodies on blood smears and an absent spleen on abdominal ultrasound examination are highly suggestive associated findings. [Orphanet:101351]				OMIM:614335|DOID:0111598|ORDO:101351|MESH:C563028|OMIM:271400	OMIM:614335
MONDO:0012195	asthma-related traits, susceptibility to, 5	Disease	MONDO	Any inherited susceptibility to asthma in which the cause of the disease is a mutation in the IRAK3 gene. [MONDO:patterns/disease_series_by_gene]	asthma-related traits, susceptibility to, type 5|asthma susceptibility 5|asthma-related traits, susceptibility to, 5|IRAK3 inherited susceptibility to asthma|inherited susceptibility to asthma caused by mutation in IRAK3			OMIM:611064|MESH:C563791|DOID:0111610	MESH:C563791
MONDO:0007158	asthma-related traits, susceptibility to, 6	Disease	MONDO		asthma-related traits, susceptibility to, type 6|asthma-related traits, susceptibility to, 6			OMIM:108145|OMIM:611403|DOID:0111608	OMIM:108145
MONDO:0014248	asthma, short stature, and elevated IgA	Disease	MONDO		asthma, short stature, and elevated IgA			OMIM:208600|OMIM:615553|MESH:C565934|UMLS:C1859647	OMIM:615553
MONDO:0060486	ataxia-microcephaly-cataract syndrome	Disease	MONDO		ataxia-microcephaly-cataract syndrome			OMIM:617468|MESH:C563086|DOID:0080978|OMIM:208870|UMLS:C0796056	OMIM:617468
MONDO:0008825	autosomal dominant sensory ataxia 1	Disease	MONDO	Any hereditary ataxia in which the cause of the disease is a mutation in the RNF170 gene. [MONDO:patterns/disease_series_by_gene]	hereditary ataxia caused by mutation in RNF170|RNF170 hereditary ataxia|SNAX1|ADSA			UMLS:C1837015|OMIM:608984|MESH:C538401|DOID:0111170	MESH:C538401
MONDO:0005654	atrial fibrillation, familial, 1	Disease	MONDO	Infection by nematodes of the genus ASCARIS. Ingestion of infective eggs causes diarrhea and pneumonitis. Its distribution is more prevalent in areas of poor sanitation and where human feces are used for fertilizer.	atrial fibrillation, familial, 1|ATFB1			MESH:D001196|MESH:C538261|UMLS:C1843687|OMIM:608583|DOID:456	MESH:D001196
MONDO:0005656	atrial fibrillation, familial, 13	Disease	MONDO	Any familial atrial fibrillation in which the cause of the disease is a mutation in the SCN1B gene. [MONDO:patterns/disease_series_by_gene]	atrial fibrillation, familial, 13|familial atrial fibrillation caused by mutation in SCN1B|atrial fibrillation, familial, type 13|SCN1B familial atrial fibrillation			OMIM:615377|UMLS:C3809311|MESH:D017191	MESH:D017191
MONDO:0008830	atrial fibrillation, familial, 18	Disease	MONDO	Any familial atrial fibrillation in which the cause of the disease is a mutation in the MYL4 gene. [MONDO:patterns/disease_series_by_gene]	MYL4 familial atrial fibrillation|ATFB18|atrial fibrillation, familial, type 18|atrial fibrillation, familial, 18|familial atrial fibrillation caused by mutation in MYL4|atrial fibrillation, familial, 18; ATFB18			HP:0012068|OMIM:617280|DOID:0050461|MESH:D054880|UMLS:C4310636	MESH:D054880
MONDO:0010066	atrial fibrillation, familial, 7	Disease	MONDO	Any familial atrial fibrillation in which the cause of the disease is a mutation in the KCNA5 gene. [MONDO:patterns/disease_series_by_gene]	atrial fibrillation, familial, 7|KCNA5 familial atrial fibrillation|atrial fibrillation, familial, type 7|familial atrial fibrillation caused by mutation in KCNA5			OMIM:612240|UMLS:C2677106|OMIM:271400|MESH:C567389	OMIM:271400
MONDO:0012607	atrial fibrillation, familial, 8	Disease	MONDO		atrial fibrillation, familial, 8|ATFB8			OMIM:611064|OMIM:613055|MESH:C567802|UMLS:C2751607	OMIM:611064
MONDO:0012666	atrial septal defect 5	Disease	MONDO	Any atrial heart septal defect in which the cause of the disease is a mutation in the ACTC1 gene. [MONDO:patterns/disease_series_by_gene]	atrial heart septal defect caused by mutation in ACTC1|atrial septal defect type 5|ASD5|atrial septal defect 5|ACTC1 atrial heart septal defect|atrial heart septal defect type 5			UMLS:C2748552|OMIM:612794|OMIM:611403|DOID:0110110|MESH:C567561	OMIM:611403
MONDO:0008835	atrial septal defect, sinus venosus type	Disease	MONDO		ASD, sinus venosus type			MESH:C548009|MESH:C565934|ORDO:99105	MESH:C565934
MONDO:0008839	autosomal dominant auditory neuropathy 1	Disease	MONDO	Any auditory neuropathy in which the cause of the disease is a mutation in the DIAPH3 gene. [MONDO:patterns/disease_series_by_gene]	autosomal dominant auditory neuropathy type 1|DIAPH3 auditory neuropathy|auditory neuropathy, autosomal dominant, type 1|auditory neuropathy caused by mutation in DIAPH3|AUNA1|NSDAN|nonsyndromic dominant auditory neuropathy			OMIM:609129|MESH:C563790|MESH:C563086|DOID:0060690|UMLS:C1836743	MESH:C563086
MONDO:0012166	neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to a point mutation	Disease	MONDO		Au-Kline syndrome|neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to a point mutation			OMIM:608984|UMLS:CN237748|UMLS:C4225274|OMIM:616580|ORDO:453504|DOID:0111170	OMIM:608984
MONDO:0012066	autoimmune lymphoproliferative syndrome type 2A	Disease	MONDO	A rare, primary immunodeficiency with an autosomal dominant pattern of inheritance but incomplete penetrance. It is caused by a mutation in the CASP10 (caspase-10) gene that leads to defective Fas-induced apoptosis. Disruption of Fas-induced apoptosis impairs lymphocyte homeostasis and immune tolerance. Characteristic laboratory findings include an increase in circulating, double-negative (CD4-/CD8-) T cells in the setting of immune-mediated anemia, thrombocytopenia and neutropenia. Clinical signs present in childhood include fatigue, pallor, bruising, hepatosplenomegaly and chronic, non-malignant, non-infectious lymphadenopathy. The clinical course is influenced by a strong association with other autoimmune disorders and an increased risk for developing Hodgkin and non-Hodgkin lymphoma. [NCIT:C39576]	type 2 autoimmune lymphoproliferative syndrome|CASP10 autoimmune lymphoproliferative syndrome|autoimmune lymphoproliferative syndrome caused by mutation in CASP10|autoimmune lymphoproliferative syndrome type IIA|autoimmune lymphoproliferative syndrome-CASP10 variant|autoimmune lymphoproliferative syndrome, type II|ALPS-CASP10|type 2 ALPS|ALPS2A			UMLS:C1858968|MESH:C538261|UMLS:C1519709|DOID:0110115|OMIM:603909|MESH:C565833	MESH:C538261
MONDO:0014155	autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation	Disease	MONDO		APLAID|autoinflammation, antibody deficiency, and immune dysregulation syndrome			UMLS:C3553961|OMIM:614878|DOID:0050650|OMIM:615377|ORDO:324530	OMIM:615377
MONDO:0015001	Axenfeld-Rieger syndrome type 3	Disease	MONDO	Any Axenfeld-Rieger syndrome in which the cause of the disease is a mutation in the FOXC1 gene. [MONDO:patterns/disease_series_by_gene]	FOXC1 Axenfeld-Rieger syndrome|Rieger syndrome type 3|anterior chamber cleavage syndrome|Axenfeld-Rieger syndrome caused by mutation in FOXC1|RIEG3|Axenfeld-Rieger anomaly with or without cardiac defects and/or sensorineural hearing loss|Axenfeld-Rieger syndrome type 3			ICD-9:743.44|DOID:0110122|OMIM:617280|ORDO:91483|OMIM:602482|ORDO:98978	OMIM:617280
MONDO:0012828	axial mesodermal dysplasia spectrum	Disease	MONDO	Axial mesodermal dysplasia spectrum is a rare developmental defect during embryogenesis syndrome characterized by congenital manifestations of both oculo-auriculo-vertebral spectrum and caudal regression sequence. Phenotype is highly variable but patients typically present facial dysmorphism (incl. asymmetry, hypertelorism), auricular abnormalities (e.g. preauricular tags, microtia, absence of middle ear ossicles), skeletal malformations (hemivertebrae, hip dislocation, sacral agenesis/dysplasia, talipes equinovarus, flexion deformity of lower limbs), cardiac defects (dextrocardia, septal defects), renal and genitourinary anomalies (such as renal agensis/dysplasia, abnormal external genitalia, cryptorchidia), as well as anal anomalies such as anal atresia and rectovesical fistula. [Orphanet:1834]	Russell-Weaver-Bull syndrome|blastogenesis defect			UMLS:C2931613|MESH:C567389|MESH:C537790|ORDO:1834	MESH:C567389
MONDO:0013100	Bamforth-Lazarus syndrome	Disease	MONDO	Bamforth-Lazarus syndrome is a very rare syndrome of congenital hypothyroidism characterized by thyroid dysgenesis (in most cases athyreosis), cleft palate and spiky hair, with or without choanal atresia, and bifid epiglottis. Facial dysmorphism and porencephaly have been reported in isolated cases. [Orphanet:1226]	Athyroidal hypothyroidism-spiky hair-cleft palate syndrome|Bamforth-Lazarus syndrome|hypothyroidism, ATHYROIDAL, with spiky hair and cleft palate|Bamforth syndrome|hypothyroidism-cleft palate syndrome			MESH:C537901|ORDO:1226|OMIM:241850|MESH:C567802|DOID:0050655	MESH:C567802
MONDO:0013011	African iron overload	Disease	MONDO	African iron overload is a rare disorder described in sub-Saharan African populations and is characterized by iron overload due to excess dietary iron intake and possibly genetic factors, leading to hepatic portal fibrosis and micronodular cirrhosis. [Orphanet:139507]	Bantu siderosis|African iron overload|iron overload in Africa			MESH:C537904|OMIM:601195|ORDO:139507|DOID:0111033|MESH:C567561	MESH:C567561
MONDO:0020436	Bardet-Biedl syndrome 10	Disease	MONDO	Any Bardet-Biedl syndrome in which the cause of the disease is a mutation in the BBS10 gene. [MONDO:patterns/disease_series_by_gene]	Bardet-Biedl syndrome 10|BBS10|BBS10 Bardet-Biedl syndrome|Bardet-Biedl syndrome caused by mutation in BBS10|Bardet-Biedl syndrome type 10			UMLS:C1859568|MESH:C565919|HP:0011567|DOID:0110132|OMIM:615987|MESH:C548009	MESH:C548009
MONDO:0012196	Bardet-Biedl syndrome 14	Disease	MONDO	A Bardet-Biedl syndrome that has material basis in homozygous mutation in the CEP290 gene on chromosome 12q21. [DOID:0110136, PMID:18327255]	Bardet-Biedl syndrome 14, modifier of|Bardet-Biedl syndrome 14|Bardet-Biedl syndrome type 14|BBS14			UMLS:C2673874|MESH:C563790|OMIM:615991|MESH:C567141|DOID:0110136	MESH:C563790
MONDO:0014700	Bardet-Biedl syndrome 15	Disease	MONDO	Any Bardet-Biedl syndrome in which the cause of the disease is a mutation in the WDPCP gene. [MONDO:patterns/disease_series_by_gene]	Bardet-Biedl syndrome type 15|WDPCP Bardet-Biedl syndrome|Bardet-Biedl syndrome caused by mutation in WDPCP|Bardet-Biedl syndrome 15|BBS15			DOID:0110137|OMIM:616580|UMLS:C3150127|OMIM:615992	OMIM:616580
MONDO:0011383	Bardet-Biedl syndrome 9	Disease	MONDO	Any Bardet-Biedl syndrome in which the cause of the disease is a mutation in the BBS9 gene. [MONDO:patterns/disease_series_by_gene]	BBS9|Bardet-Biedl syndrome type 9|Bardet-Biedl syndrome caused by mutation in BBS9|BBS9 Bardet-Biedl syndrome|Bardet-Biedl syndrome 9			DOID:0110131|MESH:C565918|UMLS:C1859567|MESH:C565833|OMIM:615986	MESH:C565833
MONDO:0013944	Barrett esophagus	Disease	MONDO	Esophageal lesion lined with columnar metaplastic epithelium which is flat or villiform. Barrett epithelium is characterized by two different types of cells: goblet cells and columnar cells. The symptomatology of Barrett esophagus is that of gastro-esophageal reflux. It is the precursor of most esophageal adenocarcinomas. (WHO) [NCIT:C2891]	Barrett's ulcer of esophagus|Barrett's esophagus|ulcerative esophagitis|BE|cello|Barrett esophagus|columnar epithelial-lined Lower esophagus|CLE|Barrett's esophagus with esophagitis|Barretts syndrome|columnar-lined esophagus|Barrett esophagus/esophageal adenocarcinoma|Barrett's oesophagus			MESH:D001471|DOID:9206|OMIM:614878|ORDO:1232|ORDO:99976|UMLS:C0279628|OMIM:614266|ICD-9:530.85	OMIM:614878
MONDO:0011233	basal ganglia calcification, idiopathic, 5	Disease	MONDO		basal ganglia calcification, idiopathic, type 5|basal ganglia calcification, idiopathic, 5			OMIM:615483|DOID:0110122|UMLS:C3809645|OMIM:602482	OMIM:602482
MONDO:0015944	primary basilar invagination	Disease	MONDO	Primary basilar impression (PBI) is a very rare skeletal developmental defect characterized by congenital upward translocation of the upper cervical spine and clivus into the foramen magnum. PBI can be asymptomatic or associated with severe neurological dysfunction. [Orphanet:2285]	Bull-Nixon syndrome			ORDO:2285|UMLS:C1862299|MESH:C566226|MESH:C537790|OMIM:109500	MESH:C537790
MONDO:0009437	Becker nevus syndrome	Disease	MONDO	Becker nevus syndrome is characterized by the presence of a Becker nevus in association withunderdevelopment (hypoplasia)of the breast or other skin-related, muscular, or skeletal defects, all of which usually involve the same side of the bodyas the nevus (ipsilateral). Specific signs and symptoms in addition to the nevus may include ipsilateral breast hypoplasia;skeletal abnormalities such ashypoplasia of the shoulder girdle, scoliosis, fused ribs, and ipsilateral shortness of the arm; and several other features. Thecondition is thought to be sporadic (occurring in individuals with no history of the condition in the family). Treatment varies depending upon the specific symptoms present and the extent of the condition in the affected individual. [https://rarediseases.info.nih.gov/diseases/3856/becker-nevus-syndrome]	Becker nevus syndrome|pigmentary hairy epidermal nevus			MESH:C537901|OMIM:604919|ORDO:64755|MESH:C565735|UMLS:C1858042	MESH:C537901
MONDO:0011012	Beckwith-Wiedemann syndrome	Disease	MONDO	Beckwith-Wiedemann syndrome (BWS) is a genetic disorder characterized by overgrowth, tumor predisposition and congenital malformations. [Orphanet:116]	Beckwith-Wiedemann syndrome|BWS|exomphalos-macroglossia-gigantism syndrome|Wiedemann-Beckwith syndrome			UMLS:C0004903|MESH:C537904|ORDO:116|DOID:5572|MESH:D001506|ICD-9:759.89|OMIM:130650	MESH:C537904
MONDO:0014438	Becker muscular dystrophy	Disease	MONDO	Becker muscular dystrophy (BMD) is a neuromuscular disease characterized by progressive muscle wasting and weakness due to degeneration of skeletal, smooth and cardiac muscle. [Orphanet:98895]	benign pseudohypertrophic muscular dystrophy|Becker muscular dystrophy, X-linked recessive|Becker dystrophinopathy|benign congenital myopathy|BMD|Becker muscular dystrophy			OMIM:300376|MESH:C565919|ORDO:98895|UMLS:C0699741|DOID:9883|UMLS:C3490459|MESH:C570377	MESH:C565919
MONDO:0014442	autosomal recessive bestrophinopathy	Disease	MONDO	Autosomal recessive bestrophinopathy (ARB) is a retinal dystrophy, characterized by central visual loss in the first 2 decades of life, associated with an absent electrooculogram (EOG) light rise and a reduced electroretinogram (ERG). [Orphanet:139455]	retinopathy, Burgess-Black type|bestrophinopathy			MESH:C567518|ORDO:139455|UMLS:C2678493|ICD10CM:H35.5|MESH:C567141|OMIM:611809|UMLS:C3888198|DOID:0050662	MESH:C567141
MONDO:0014443	3-hydroxyisobutyryl-CoA hydrolase deficiency	Disease	MONDO	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency is characterised by delayed motor development, hypotonia and progressive neurodegeneration. To date, it has been described in four boys. The syndrome is caused by mutations affecting the two alleles of the HIBCH gene, encoding 3-hydroxyisobutyryl-CoA hydrolase. The mode of transmission has not yet been established. [Orphanet:88639]	methacrylic aciduria|3-hydroxyisobutryl-CoA hydrolase deficiency|HIBCH deficiency|3-hydroxyisobutyryl-CoA hydrolase deficiency|neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency			OMIM:250620|ORDO:88639|OMIM:615992|MESH:C562803|DOID:0110137	OMIM:615992
MONDO:0014437	beta-mannosidosis	Disease	MONDO	Beta-mannosidosis is a very rare lysosomal storage disease characterized by developmental delay of varying severity and hearing loss, but that can manifest a wide phenotypic heterogeneity. [Orphanet:118]	Beta-D-mannosidosis|beta-mannosidase deficiency|mannosidosis, beta|Beta-mannosidase deficiency|beta-mannosidosis|lysosomal beta-mannosidase deficiency			OMIM:248510|ORDO:118|MESH:C565918|UMLS:C4048196|MESH:D044905|ICD-9:271.8|DOID:3633	MESH:C565918
MONDO:0013662	bidirectional tachycardia	Disease	MONDO	A condition with damage to the lining of the lower ESOPHAGUS resulting from chronic acid reflux (ESOPHAGITIS, REFLUX). Through the process of metaplasia, the squamous cells are replaced by a columnar epithelium with cells resembling those of the INTESTINE or the salmon-pink mucosa of the STOMACH. Barrett's columnar epithelium is a marker for severe reflux and precursor to ADENOCARCINOMA of the esophagus.				MESH:C535438|MESH:D001471|DOID:9206|UMLS:C2930902|HP:0100580	MESH:D001471
MONDO:0014204	congenital bile acid synthesis defect 2	Disease	MONDO	Congenital bile acid synthesis defect type 2 (BAS defect type 2) is an anomaly of bile acid synthesis characterized by severe and rapidly progressive cholestatic liver disease, and malabsorption of fat and fat-soluble vitamins. [Orphanet:79303]	BASD2|AKR1D1 congenital bile acid synthesis defect|CBAS2|congenital bile acid synthesis defect caused by mutation in AKR1D1|cholestasis with delta(4)-3-oxosteroid 5-beta-reductase deficiency|congenital bile acid synthesis defect type 2|bile acid synthesis defect, congenital, type 2			MESH:C535443|UMLS:C1856127|OMIM:615483|DOID:0111069|ORDO:79303|OMIM:235555|DOID:0060230	OMIM:615483
MONDO:0007188	primary biliary cholangitis 2	Disease	MONDO					OMIM:613007|MESH:C567817|DOID:0070359|UMLS:C2751696|MESH:C566226	MESH:C566226
